[20190312_075905 / views.py:11731]
fname_Src_CSV	44_5.1_10_rawdata.(AUDUSD).(Period-M5).(NumOfUnits-2000).(Bars-ALL-20190312_075809).20190312_075213.csv
slice by	day
this file	no-44.[ups-downs-in_BB].[v-1.0].(AUDUSD-M5).(20190312_075905).csv
pair	AUDUSD
timeframe	M5
start	2019.03.01 02:45
end	2019.03.12 01:50

[ups/downs]==============================
s.n.	start	end	total	UU	UD	DU	DD	%UU	%UD	%DU	%DD


[20190312_075905 / views.py:11746]


[lo_UU]==============================
s.n.	e0.dateTime	e1.dateTime	e0.CP	e1.CP	e0.BB_M2S	e0.BB_M1S	e0.BB_Main	e0.BB_1S	e0.BB_2S
240	2019.03.06 08:40	2019.03.06 08:45	0.703	0.704	0.703	0.703	0.703	0.703	0.704
241	2019.03.06 09:35	2019.03.06 09:40	0.703	0.703	0.703	0.703	0.703	0.704	0.704
242	2019.03.06 09:55	2019.03.06 10:00	0.703	0.703	0.703	0.703	0.703	0.704	0.704
243	2019.03.06 10:00	2019.03.06 10:05	0.703	0.704	0.703	0.703	0.703	0.704	0.704
244	2019.03.06 10:05	2019.03.06 10:10	0.704	0.704	0.703	0.703	0.703	0.704	0.704
245	2019.03.06 10:35	2019.03.06 10:40	0.703	0.703	0.703	0.703	0.703	0.703	0.704
246	2019.03.06 11:05	2019.03.06 11:10	0.702	0.703	0.703	0.703	0.703	0.703	0.704
247	2019.03.06 11:20	2019.03.06 11:25	0.703	0.703	0.702	0.703	0.703	0.703	0.704
248	2019.03.06 11:25	2019.03.06 11:30	0.703	0.703	0.702	0.703	0.703	0.703	0.704
249	2019.03.06 11:30	2019.03.06 11:35	0.703	0.703	0.702	0.703	0.703	0.703	0.704
