[20190228_134909 / views.py:10271]
fname_Src_CSV	44_5.1_10_rawdata.(EURJPY).(Period-M15).(NumOfUnits-4500).(Bars-4500).20190214_095445.csv
slice by	day
this file	no-44.[ups-downs-in_BB].[v-1.0].20190228_134908.csv
pair	EURJPY
timeframe	M15

[ups/downs]==============================
s.n.	start	end	total	UU	UD	DU	DD	%UU	%UD	%DU	%DD


[20190228_134909 / views.py:10280]


[lo_UU]==============================
s.n.	e0.dateTime	e1.dateTime	e0.CP	e1.CP	e0.BB_1S
719	2018.12.27 00:00	2018.12.27 00:15	126.421	126.447	126.408
720	2018.12.27 00:15	2018.12.27 00:30	126.447	126.465	126.426
721	2018.12.27 01:15	2018.12.27 01:30	126.355	126.362	126.470
722	2018.12.27 01:30	2018.12.27 01:45	126.362	126.416	126.468
723	2018.12.27 02:15	2018.12.27 02:30	126.375	126.384	126.446
724	2018.12.27 04:00	2018.12.27 04:15	126.315	126.450	126.429
725	2018.12.27 06:30	2018.12.27 06:45	126.403	126.449	126.399
726	2018.12.27 06:45	2018.12.27 07:00	126.449	126.466	126.403
727	2018.12.27 07:00	2018.12.27 07:15	126.466	126.548	126.415
728	2018.12.27 08:15	2018.12.27 08:30	126.534	126.568	126.511
729	2018.12.27 10:15	2018.12.27 10:30	126.388	126.413	126.537
730	2018.12.27 11:00	2018.12.27 11:15	126.373	126.463	126.539
731	2018.12.27 11:45	2018.12.27 12:00	126.371	126.376	126.539
732	2018.12.27 15:00	2018.12.27 15:15	126.189	126.195	126.421
733	2018.12.27 15:15	2018.12.27 15:30	126.195	126.263	126.415
734	2018.12.27 16:30	2018.12.27 16:45	126.425	126.588	126.386
735	2018.12.27 18:00	2018.12.27 18:15	126.405	126.468	126.472
736	2018.12.27 19:15	2018.12.27 19:30	126.591	126.604	126.521
737	2018.12.27 20:30	2018.12.27 20:45	126.542	126.575	126.576
738	2018.12.27 20:45	2018.12.27 21:00	126.575	126.632	126.584
739	2018.12.27 21:00	2018.12.27 21:15	126.632	126.660	126.596
740	2018.12.27 21:15	2018.12.27 21:30	126.660	126.712	126.602
741	2018.12.27 21:30	2018.12.27 21:45	126.712	126.847	126.624
742	2018.12.27 21:45	2018.12.27 22:00	126.847	126.887	126.659
743	2018.12.27 22:00	2018.12.27 22:15	126.887	126.935	126.698
744	2018.12.27 22:15	2018.12.27 22:30	126.935	127.033	126.742
745	2018.12.27 23:00	2018.12.27 23:15	127.050	127.077	126.879
746	2018.12.26 00:45	2018.12.26 01:00	125.714	125.800	125.761
747	2018.12.26 02:15	2018.12.26 02:30	126.007	126.144	125.911
748	2018.12.26 02:30	2018.12.26 02:45	126.144	126.156	125.951
749	2018.12.26 04:30	2018.12.26 04:45	125.958	126.042	126.117
750	2018.12.26 04:45	2018.12.26 05:00	126.042	126.089	126.127
751	2018.12.26 07:15	2018.12.26 07:30	125.894	125.913	126.107
752	2018.12.26 07:30	2018.12.26 07:45	125.913	125.927	126.093
753	2018.12.26 07:45	2018.12.26 08:00	125.927	125.934	126.075
754	2018.12.26 08:00	2018.12.26 08:15	125.934	125.978	126.062
755	2018.12.26 08:45	2018.12.26 09:00	125.941	125.951	126.022
756	2018.12.26 09:00	2018.12.26 09:15	125.951	125.980	126.013
757	2018.12.26 10:45	2018.12.26 11:00	125.887	125.952	125.955
758	2018.12.26 12:45	2018.12.26 13:00	125.886	125.920	125.948
759	2018.12.26 14:15	2018.12.26 14:30	125.948	125.950	125.927
760	2018.12.26 17:00	2018.12.26 17:15	125.932	125.955	125.944
761	2018.12.26 18:00	2018.12.26 18:15	125.877	125.980	125.949
762	2018.12.26 18:45	2018.12.26 19:00	125.984	126.141	125.965
763	2018.12.26 19:00	2018.12.26 19:15	126.141	126.189	125.999
764	2018.12.26 20:30	2018.12.26 20:45	126.007	126.069	126.063
765	2018.12.26 20:45	2018.12.26 21:00	126.069	126.089	126.072
766	2018.12.26 21:30	2018.12.26 21:45	126.172	126.416	126.104
767	2018.12.26 22:30	2018.12.26 22:45	126.400	126.404	126.271
768	2018.12.26 23:15	2018.12.26 23:30	126.382	126.414	126.345
769	2018.12.26 23:30	2018.12.26 23:45	126.414	126.429	126.368
770	2018.12.25 03:00	2018.12.25 03:15	125.699	125.713	125.982
771	2018.12.25 03:15	2018.12.25 03:30	125.713	125.740	125.974
772	2018.12.25 05:00	2018.12.25 05:15	125.729	125.793	125.910
773	2018.12.25 06:15	2018.12.25 06:30	125.718	125.792	125.822
774	2018.12.24 00:00	2018.12.24 00:15	126.150	126.199	126.669
775	2018.12.24 00:45	2018.12.24 01:00	126.180	126.288	126.591
776	2018.12.24 01:00	2018.12.24 01:15	126.288	126.328	126.570
777	2018.12.24 01:15	2018.12.24 01:30	126.328	126.403	126.553
778	2018.12.24 03:45	2018.12.24 04:00	126.362	126.364	126.397
779	2018.12.24 04:00	2018.12.24 04:15	126.364	126.407	126.385
780	2018.12.24 04:15	2018.12.24 04:30	126.407	126.469	126.384
781	2018.12.24 05:30	2018.12.24 05:45	126.470	126.498	126.437
782	2018.12.24 05:45	2018.12.24 06:00	126.498	126.524	126.446
783	2018.12.24 06:30	2018.12.24 06:45	126.515	126.543	126.484
784	2018.12.24 10:30	2018.12.24 10:45	126.428	126.461	126.528
785	2018.12.24 10:45	2018.12.24 11:00	126.461	126.526	126.526
786	2018.12.24 11:00	2018.12.24 11:15	126.526	126.582	126.526
787	2018.12.24 11:15	2018.12.24 11:30	126.582	126.640	126.535
788	2018.12.24 12:00	2018.12.24 12:15	126.632	126.720	126.565
789	2018.12.24 20:00	2018.12.24 20:15	125.958	125.957	126.281
790	2018.12.24 21:15	2018.12.24 21:30	125.933	125.983	126.152
791	2018.12.24 22:45	2018.12.24 23:00	125.953	126.004	126.038
792	2018.12.24 23:00	2018.12.24 23:15	126.004	126.009	126.027
793	2018.12.21 00:15	2018.12.21 00:30	127.383	127.419	127.491
794	2018.12.21 02:30	2018.12.21 02:45	127.397	127.408	127.483
795	2018.12.21 04:15	2018.12.21 04:30	127.357	127.370	127.415
796	2018.12.21 05:15	2018.12.21 05:30	127.392	127.458	127.411
797	2018.12.21 06:00	2018.12.21 06:15	127.457	127.507	127.424
798	2018.12.21 07:00	2018.12.21 07:15	127.479	127.487	127.454
799	2018.12.21 07:15	2018.12.21 07:30	127.487	127.540	127.463
800	2018.12.21 07:30	2018.12.21 07:45	127.540	127.559	127.477
801	2018.12.21 07:45	2018.12.21 08:00	127.559	127.582	127.492
802	2018.12.21 08:30	2018.12.21 08:45	127.582	127.594	127.536
803	2018.12.21 09:15	2018.12.21 09:30	127.555	127.670	127.560
804	2018.12.21 13:15	2018.12.21 13:30	126.999	127.055	127.517
805	2018.12.21 14:30	2018.12.21 14:45	126.848	126.960	127.297
806	2018.12.21 14:45	2018.12.21 15:00	126.960	126.968	127.231
807	2018.12.21 17:30	2018.12.21 17:45	126.697	126.881	127.004
808	2018.12.21 18:15	2018.12.21 18:30	126.815	126.843	126.977
809	2018.12.21 19:15	2018.12.21 19:30	126.747	126.761	126.920
810	2018.12.21 19:30	2018.12.21 19:45	126.761	126.761	126.915
811	2018.12.20 00:15	2018.12.20 00:30	127.939	127.946	128.191
812	2018.12.20 01:00	2018.12.20 01:15	127.966	128.021	128.140
813	2018.12.20 02:15	2018.12.20 02:30	128.032	128.102	128.040
814	2018.12.20 04:30	2018.12.20 04:45	128.005	128.023	128.067
815	2018.12.20 08:15	2018.12.20 08:30	127.526	127.564	128.024
816	2018.12.20 08:30	2018.12.20 08:45	127.564	127.656	128.005
817	2018.12.20 08:45	2018.12.20 09:00	127.656	127.685	127.981
818	2018.12.20 09:00	2018.12.20 09:15	127.685	127.739	127.959
819	2018.12.20 09:15	2018.12.20 09:30	127.739	127.787	127.939
820	2018.12.20 10:00	2018.12.20 10:15	127.842	127.882	127.879
821	2018.12.20 11:00	2018.12.20 11:15	128.127	128.244	127.898
822	2018.12.20 11:15	2018.12.20 11:30	128.244	128.251	127.955
823	2018.12.20 18:45	2018.12.20 19:00	127.300	127.463	127.990
824	2018.12.20 20:15	2018.12.20 20:30	127.363	127.406	127.737
825	2018.12.20 21:15	2018.12.20 21:30	127.443	127.507	127.587
826	2018.12.20 22:15	2018.12.20 22:30	127.502	127.542	127.489
827	2018.12.19 00:30	2018.12.19 00:45	127.864	127.881	127.920
828	2018.12.19 01:15	2018.12.19 01:30	127.947	128.003	127.924
829	2018.12.19 02:30	2018.12.19 02:45	127.967	127.973	127.939
830	2018.12.19 03:15	2018.12.19 03:30	127.964	128.049	127.960
831	2018.12.19 07:00	2018.12.19 07:15	127.819	127.884	127.985
832	2018.12.19 07:15	2018.12.19 07:30	127.884	127.898	127.984
833	2018.12.19 07:30	2018.12.19 07:45	127.898	127.946	127.980
834	2018.12.19 07:45	2018.12.19 08:00	127.946	127.956	127.978
835	2018.12.19 09:00	2018.12.19 09:15	127.983	128.061	127.958
836	2018.12.19 09:15	2018.12.19 09:30	128.061	128.175	127.973
837	2018.12.19 10:15	2018.12.19 10:30	128.120	128.137	128.056
838	2018.12.19 12:00	2018.12.19 12:15	128.013	128.150	128.111
839	2018.12.19 14:15	2018.12.19 14:30	128.056	128.060	128.153
840	2018.12.19 14:30	2018.12.19 14:45	128.060	128.124	128.145
841	2018.12.19 16:00	2018.12.19 16:15	128.104	128.129	128.140
842	2018.12.19 16:45	2018.12.19 17:00	128.235	128.250	128.156
843	2018.12.19 17:00	2018.12.19 17:15	128.250	128.271	128.172
844	2018.12.19 17:15	2018.12.19 17:30	128.271	128.320	128.187
845	2018.12.19 19:00	2018.12.19 19:15	128.103	128.170	128.231
846	2018.12.19 19:15	2018.12.19 19:30	128.170	128.220	128.233
847	2018.12.19 20:15	2018.12.19 20:30	128.213	128.311	128.249
848	2018.12.19 22:30	2018.12.19 22:45	127.983	128.053	128.259
849	2018.12.18 00:00	2018.12.18 00:15	128.032	128.039	128.049
850	2018.12.18 00:15	2018.12.18 00:30	128.039	128.054	128.043
851	2018.12.18 01:00	2018.12.18 01:15	128.031	128.035	128.042
852	2018.12.18 01:15	2018.12.18 01:30	128.035	128.048	128.042
853	2018.12.18 01:30	2018.12.18 01:45	128.048	128.063	128.045
854	2018.12.18 02:45	2018.12.18 03:00	127.911	127.991	128.053
855	2018.12.18 07:30	2018.12.18 07:45	127.706	127.739	127.967
856	2018.12.18 09:30	2018.12.18 09:45	127.730	127.798	127.790
857	2018.12.18 09:45	2018.12.18 10:00	127.798	127.874	127.774
858	2018.12.18 10:00	2018.12.18 10:15	127.874	127.887	127.788
859	2018.12.18 10:15	2018.12.18 10:30	127.887	127.979	127.802
860	2018.12.18 11:30	2018.12.18 11:45	127.781	127.867	127.846
861	2018.12.18 11:45	2018.12.18 12:00	127.867	127.896	127.855
862	2018.12.18 12:00	2018.12.18 12:15	127.896	127.961	127.867
863	2018.12.18 15:30	2018.12.18 15:45	127.891	127.923	127.964
864	2018.12.18 15:45	2018.12.18 16:00	127.923	127.931	127.967
865	2018.12.18 16:00	2018.12.18 16:15	127.931	127.972	127.970
866	2018.12.18 20:15	2018.12.18 20:30	127.886	127.962	127.966
867	2018.12.18 22:30	2018.12.18 22:45	127.885	127.911	127.940
868	2018.12.17 00:00	2018.12.17 00:15	128.147	128.181	128.158
869	2018.12.17 01:00	2018.12.17 01:15	128.142	128.142	128.161
870	2018.12.17 01:15	2018.12.17 01:30	128.142	128.175	128.164
871	2018.12.17 01:30	2018.12.17 01:45	128.175	128.203	128.169
872	2018.12.17 01:45	2018.12.17 02:00	128.203	128.207	128.177
873	2018.12.17 02:00	2018.12.17 02:15	128.207	128.258	128.184
874	2018.12.17 03:00	2018.12.17 03:15	128.265	128.277	128.218
875	2018.12.17 03:15	2018.12.17 03:30	128.277	128.334	128.229
876	2018.12.17 04:00	2018.12.17 04:15	128.332	128.347	128.273
877	2018.12.17 04:15	2018.12.17 04:30	128.347	128.351	128.288
878	2018.12.17 04:30	2018.12.17 04:45	128.351	128.368	128.302
879	2018.12.17 06:30	2018.12.17 06:45	128.325	128.351	128.361
880	2018.12.17 07:15	2018.12.17 07:30	128.343	128.367	128.366
881	2018.12.17 10:30	2018.12.17 10:45	128.307	128.410	128.356
882	2018.12.17 17:45	2018.12.17 18:00	128.095	128.101	128.487
883	2018.12.17 18:00	2018.12.17 18:15	128.101	128.160	128.473
884	2018.12.17 22:45	2018.12.17 23:00	127.916	128.004	128.083
885	2018.12.17 23:00	2018.12.17 23:15	128.004	128.023	128.075
886	2018.12.17 23:15	2018.12.17 23:30	128.023	128.045	128.058
887	2018.12.14 00:00	2018.12.14 00:15	129.087	129.112	129.108
888	2018.12.14 01:30	2018.12.14 01:45	129.040	129.046	129.103
889	2018.12.14 01:45	2018.12.14 02:00	129.046	129.101	129.103
890	2018.12.14 03:30	2018.12.14 03:45	128.874	128.925	129.093
891	2018.12.14 04:15	2018.12.14 04:30	128.883	128.899	129.076
892	2018.12.14 04:30	2018.12.14 04:45	128.899	128.911	129.069
893	2018.12.14 05:45	2018.12.14 06:00	128.932	128.946	129.027
894	2018.12.14 06:45	2018.12.14 07:00	128.901	128.899	128.992
895	2018.12.14 07:00	2018.12.14 07:15	128.899	128.924	128.969
896	2018.12.14 08:15	2018.12.14 08:30	128.895	128.905	128.925
897	2018.12.14 09:45	2018.12.14 10:00	128.945	128.996	128.927
898	2018.12.14 11:30	2018.12.14 11:45	128.193	128.195	129.019
899	2018.12.14 11:45	2018.12.14 12:00	128.195	128.228	129.005
900	2018.12.14 12:00	2018.12.14 12:15	128.228	128.243	128.985
901	2018.12.14 12:15	2018.12.14 12:30	128.243	128.253	128.958
902	2018.12.14 12:30	2018.12.14 12:45	128.253	128.268	128.929
903	2018.12.14 12:45	2018.12.14 13:00	128.268	128.336	128.897
904	2018.12.14 14:00	2018.12.14 14:15	128.217	128.231	128.696
905	2018.12.14 14:15	2018.12.14 14:30	128.231	128.234	128.645
906	2018.12.14 15:45	2018.12.14 16:00	128.108	128.126	128.270
907	2018.12.14 16:30	2018.12.14 16:45	128.168	128.217	128.264
908	2018.12.14 19:00	2018.12.14 19:15	128.122	128.171	128.200
909	2018.12.14 21:45	2018.12.14 22:00	128.044	128.159	128.154
910	2018.12.14 22:45	2018.12.14 23:00	128.134	128.179	128.140
911	2018.12.13 00:00	2018.12.13 00:15	128.744	128.791	128.779
912	2018.12.13 00:15	2018.12.13 00:30	128.791	128.825	128.783
913	2018.12.13 01:30	2018.12.13 01:45	128.812	128.838	128.799
914	2018.12.13 01:45	2018.12.13 02:00	128.838	128.873	128.808
915	2018.12.13 03:00	2018.12.13 03:15	128.877	128.898	128.854
916	2018.12.13 03:15	2018.12.13 03:30	128.898	128.902	128.864
917	2018.12.13 03:30	2018.12.13 03:45	128.902	128.943	128.873
918	2018.12.13 03:45	2018.12.13 04:00	128.943	128.977	128.886
919	2018.12.13 04:00	2018.12.13 04:15	128.977	128.996	128.902
920	2018.12.13 06:15	2018.12.13 06:30	128.951	128.975	128.991
921	2018.12.13 06:30	2018.12.13 06:45	128.975	128.987	128.993
922	2018.12.13 08:00	2018.12.13 08:15	128.978	129.009	129.000
923	2018.12.13 08:45	2018.12.13 09:00	128.988	128.995	129.001
924	2018.12.13 09:00	2018.12.13 09:15	128.995	129.024	129.002
925	2018.12.13 09:15	2018.12.13 09:30	129.024	129.053	129.005
926	2018.12.13 09:30	2018.12.13 09:45	129.053	129.062	129.012
927	2018.12.13 09:45	2018.12.13 10:00	129.062	129.158	129.019
928	2018.12.13 10:00	2018.12.13 10:15	129.158	129.204	129.045
929	2018.12.13 11:15	2018.12.13 11:30	129.104	129.132	129.112
930	2018.12.13 13:00	2018.12.13 13:15	129.075	129.085	129.137
931	2018.12.13 13:45	2018.12.13 14:00	129.063	129.079	129.137
932	2018.12.13 15:00	2018.12.13 15:15	129.057	129.126	129.130
933	2018.12.13 16:45	2018.12.13 17:00	128.801	128.926	129.116
934	2018.12.13 17:30	2018.12.13 17:45	128.814	128.944	129.087
935	2018.12.13 17:45	2018.12.13 18:00	128.944	129.008	129.083
936	2018.12.13 18:00	2018.12.13 18:15	129.008	129.067	129.077
937	2018.12.13 18:15	2018.12.13 18:30	129.067	129.118	129.076
938	2018.12.13 19:45	2018.12.13 20:00	129.049	129.066	129.084
939	2018.12.13 20:00	2018.12.13 20:15	129.066	129.123	129.085
940	2018.12.13 21:00	2018.12.13 21:15	129.081	129.112	129.108
941	2018.12.12 00:30	2018.12.12 00:45	128.329	128.348	128.411
942	2018.12.12 00:45	2018.12.12 01:00	128.348	128.374	128.414
943	2018.12.12 01:00	2018.12.12 01:15	128.374	128.416	128.418
944	2018.12.12 02:00	2018.12.12 02:15	128.432	128.504	128.427
945	2018.12.12 02:15	2018.12.12 02:30	128.504	128.588	128.441
946	2018.12.12 03:15	2018.12.12 03:30	128.582	128.614	128.507
947	2018.12.12 06:45	2018.12.12 07:00	128.510	128.509	128.582
948	2018.12.12 07:00	2018.12.12 07:15	128.509	128.513	128.579
949	2018.12.12 07:15	2018.12.12 07:30	128.513	128.553	128.579
950	2018.12.12 08:30	2018.12.12 08:45	128.503	128.524	128.557
951	2018.12.12 08:45	2018.12.12 09:00	128.524	128.541	128.550
952	2018.12.12 09:00	2018.12.12 09:15	128.541	128.566	128.544
953	2018.12.12 10:00	2018.12.12 10:15	128.416	128.419	128.548
954	2018.12.12 10:15	2018.12.12 10:30	128.419	128.507	128.545
955	2018.12.12 11:00	2018.12.12 11:15	128.490	128.532	128.540
956	2018.12.12 11:15	2018.12.12 11:30	128.532	128.584	128.542
957	2018.12.12 11:30	2018.12.12 11:45	128.584	128.597	128.550
958	2018.12.12 11:45	2018.12.12 12:00	128.597	128.600	128.558
959	2018.12.12 14:15	2018.12.12 14:30	128.494	128.771	128.583
960	2018.12.12 15:30	2018.12.12 15:45	128.671	128.746	128.644
961	2018.12.12 17:00	2018.12.12 17:15	128.790	128.822	128.717
962	2018.12.12 18:30	2018.12.12 18:45	128.676	128.704	128.755
963	2018.12.12 18:45	2018.12.12 19:00	128.704	128.710	128.759
964	2018.12.12 19:00	2018.12.12 19:15	128.710	128.743	128.760
965	2018.12.12 19:45	2018.12.12 20:00	128.772	128.805	128.759
966	2018.12.12 21:45	2018.12.12 22:00	128.693	128.757	128.774
967	2018.12.12 22:00	2018.12.12 22:15	128.757	128.774	128.770
968	2018.12.12 22:15	2018.12.12 22:30	128.774	128.784	128.764
969	2018.12.12 23:15	2018.12.12 23:30	128.721	128.754	128.771
970	2018.12.12 23:30	2018.12.12 23:45	128.754	128.764	128.774
971	2018.12.11 03:00	2018.12.11 03:15	128.456	128.527	128.637
972	2018.12.11 03:15	2018.12.11 03:30	128.527	128.598	128.638
973	2018.12.11 05:45	2018.12.11 06:00	128.480	128.511	128.550
974	2018.12.11 06:45	2018.12.11 07:00	128.540	128.558	128.534
975	2018.12.11 07:00	2018.12.11 07:15	128.558	128.590	128.539
976	2018.12.11 07:15	2018.12.11 07:30	128.590	128.598	128.548
977	2018.12.11 09:00	2018.12.11 09:15	128.616	128.669	128.578
978	2018.12.11 10:15	2018.12.11 10:30	128.679	128.703	128.622
979	2018.12.11 12:00	2018.12.11 12:15	128.732	128.741	128.684
980	2018.12.11 12:15	2018.12.11 12:30	128.741	128.774	128.696
981	2018.12.11 12:30	2018.12.11 12:45	128.774	128.826	128.711
982	2018.12.11 13:15	2018.12.11 13:30	128.821	128.859	128.762
983	2018.12.11 13:30	2018.12.11 13:45	128.859	128.896	128.781
984	2018.12.11 13:45	2018.12.11 14:00	128.896	128.936	128.802
985	2018.12.11 20:45	2018.12.11 21:00	128.229	128.233	128.458
986	2018.12.11 21:00	2018.12.11 21:15	128.233	128.321	128.407
987	2018.12.11 21:15	2018.12.11 21:30	128.321	128.403	128.391
988	2018.12.11 21:30	2018.12.11 21:45	128.403	128.445	128.378
989	2018.12.11 21:45	2018.12.11 22:00	128.445	128.486	128.384
990	2018.12.10 03:00	2018.12.10 03:15	128.333	128.486	128.599
991	2018.12.10 05:45	2018.12.10 06:00	128.446	128.458	128.496
992	2018.12.10 06:00	2018.12.10 06:15	128.458	128.471	128.484
993	2018.12.10 06:15	2018.12.10 06:30	128.471	128.479	128.476
994	2018.12.10 06:30	2018.12.10 06:45	128.479	128.507	128.473
995	2018.12.10 06:45	2018.12.10 07:00	128.507	128.515	128.476
996	2018.12.10 07:00	2018.12.10 07:15	128.515	128.564	128.486
997	2018.12.10 07:15	2018.12.10 07:30	128.564	128.577	128.497
998	2018.12.10 07:30	2018.12.10 07:45	128.577	128.619	128.512
999	2018.12.10 08:15	2018.12.10 08:30	128.587	128.606	128.547
1000	2018.12.10 09:00	2018.12.10 09:15	128.590	128.695	128.575
1001	2018.12.10 09:15	2018.12.10 09:30	128.695	128.756	128.597
1002	2018.12.10 11:00	2018.12.10 11:15	128.657	128.685	128.691
1003	2018.12.10 12:45	2018.12.10 13:00	128.561	128.611	128.700
1004	2018.12.10 13:00	2018.12.10 13:15	128.611	128.634	128.701
1005	2018.12.10 14:00	2018.12.10 14:15	128.574	128.659	128.702
1006	2018.12.10 14:15	2018.12.10 14:30	128.659	128.709	128.699
1007	2018.12.10 14:30	2018.12.10 14:45	128.709	128.730	128.693
1008	2018.12.10 14:45	2018.12.10 15:00	128.730	128.793	128.696
1009	2018.12.10 15:00	2018.12.10 15:15	128.793	128.861	128.697
1010	2018.12.10 16:15	2018.12.10 16:30	128.792	128.796	128.766
1011	2018.12.10 16:30	2018.12.10 16:45	128.796	128.802	128.778
1012	2018.12.10 16:45	2018.12.10 17:00	128.802	128.919	128.789
1013	2018.12.10 18:45	2018.12.10 19:00	128.417	128.464	128.857
1014	2018.12.10 21:15	2018.12.10 21:30	128.516	128.580	128.728
1015	2018.12.10 22:30	2018.12.10 22:45	128.605	128.620	128.562
1016	2018.12.07 00:00	2018.12.07 00:15	128.141	128.190	128.209
1017	2018.12.07 00:15	2018.12.07 00:30	128.190	128.208	128.211
1018	2018.12.07 00:30	2018.12.07 00:45	128.208	128.229	128.218
1019	2018.12.07 01:45	2018.12.07 02:00	128.231	128.236	128.243
1020	2018.12.07 02:45	2018.12.07 03:00	128.206	128.218	128.246
1021	2018.12.07 05:00	2018.12.07 05:15	128.277	128.297	128.239
1022	2018.12.07 05:15	2018.12.07 05:30	128.297	128.328	128.250
1023	2018.12.07 05:30	2018.12.07 05:45	128.328	128.348	128.264
1024	2018.12.07 07:00	2018.12.07 07:15	128.366	128.405	128.339
1025	2018.12.07 10:15	2018.12.07 10:30	128.298	128.430	128.370
1026	2018.12.07 12:45	2018.12.07 13:00	128.280	128.295	128.336
1027	2018.12.07 13:00	2018.12.07 13:15	128.295	128.313	128.335
1028	2018.12.07 13:15	2018.12.07 13:30	128.313	128.356	128.335
1029	2018.12.07 13:30	2018.12.07 13:45	128.356	128.358	128.340
1030	2018.12.07 13:45	2018.12.07 14:00	128.358	128.385	128.344
1031	2018.12.07 16:15	2018.12.07 16:30	128.384	128.551	128.382
1032	2018.12.07 18:15	2018.12.07 18:30	128.316	128.342	128.429
1033	2018.12.07 19:00	2018.12.07 19:15	128.279	128.320	128.423
1034	2018.12.07 19:15	2018.12.07 19:30	128.320	128.353	128.423
1035	2018.12.07 19:30	2018.12.07 19:45	128.353	128.446	128.424
1036	2018.12.07 19:45	2018.12.07 20:00	128.446	128.448	128.434
1037	2018.12.07 20:00	2018.12.07 20:15	128.448	128.551	128.440
1038	2018.12.07 21:00	2018.12.07 21:15	128.525	128.613	128.491
1039	2018.12.07 22:15	2018.12.07 22:30	128.547	128.576	128.563
1040	2018.12.06 06:45	2018.12.06 07:00	127.805	127.898	128.134
1041	2018.12.06 08:45	2018.12.06 09:00	127.892	128.109	127.955
1042	2018.12.06 09:00	2018.12.06 09:15	128.109	128.131	127.972
1043	2018.12.06 12:30	2018.12.06 12:45	127.745	127.805	128.039
1044	2018.12.06 12:45	2018.12.06 13:00	127.805	127.897	128.035
1045	2018.12.06 13:45	2018.12.06 14:00	127.891	127.941	128.038
1046	2018.12.06 14:00	2018.12.06 14:15	127.941	127.955	128.021
1047	2018.12.06 14:15	2018.12.06 14:30	127.955	128.009	128.002
1048	2018.12.06 15:00	2018.12.06 15:15	128.044	128.144	127.979
1049	2018.12.06 18:30	2018.12.06 18:45	127.789	127.916	128.095
1050	2018.12.06 18:45	2018.12.06 19:00	127.916	127.973	128.095
1051	2018.12.06 19:00	2018.12.06 19:15	127.973	128.148	128.096
1052	2018.12.06 20:30	2018.12.06 20:45	128.098	128.151	128.123
1053	2018.12.06 21:45	2018.12.06 22:00	128.103	128.122	128.150
1054	2018.12.06 22:00	2018.12.06 22:15	128.122	128.132	128.148
1055	2018.12.06 22:15	2018.12.06 22:30	128.132	128.206	128.149
1056	2018.12.06 22:30	2018.12.06 22:45	128.206	128.285	128.165
1057	2018.12.06 23:15	2018.12.06 23:30	128.238	128.241	128.211
1058	2018.12.05 10:30	2018.12.05 10:45	128.098	128.129	128.078
1059	2018.12.05 11:15	2018.12.05 11:30	128.121	128.122	128.104
1060	2018.12.05 12:30	2018.12.05 12:45	128.144	128.200	128.138
1061	2018.12.05 12:45	2018.12.05 13:00	128.200	128.261	128.149
1062	2018.12.05 14:30	2018.12.05 14:45	128.246	128.314	128.233
1063	2018.12.05 15:15	2018.12.05 15:30	128.338	128.378	128.277
1064	2018.12.05 15:30	2018.12.05 15:45	128.378	128.397	128.297
1065	2018.12.05 17:00	2018.12.05 17:15	128.222	128.270	128.339
1066	2018.12.05 17:45	2018.12.05 18:00	128.318	128.396	128.344
1067	2018.12.05 18:45	2018.12.05 19:00	128.395	128.417	128.381
1068	2018.12.05 19:00	2018.12.05 19:15	128.417	128.432	128.392
1069	2018.12.05 20:15	2018.12.05 20:30	128.412	128.426	128.431
1070	2018.12.05 22:00	2018.12.05 22:15	128.395	128.417	128.434
1071	2018.12.05 22:15	2018.12.05 22:30	128.417	128.420	128.434
1072	2018.12.05 22:30	2018.12.05 22:45	128.420	128.446	128.426


