[20190228_133812 / views.py:10085]
fname_Src_CSV	44_5.1_10_rawdata.(EURJPY).(Period-M15).(NumOfUnits-4500).(Bars-4500).20190214_095445.csv
slice by	day
this file	no-44.[ups-downs-in_BB].[v-1.0].20190228_133811.csv
pair	EURJPY
timeframe	M15

[ups/downs]==============================
s.n.	start	end	total	UU	UD	DU	DD	%UU	%UD	%DU	%DD
[20190228_133812 / views.py:10255]
13	2019.01.21 11:45	2019.01.21 12:00
14	2019.01.21 12:00	2019.01.21 12:15
15	2019.01.21 12:15	2019.01.21 12:30
16	2019.01.21 18:00	2019.01.21 18:15
17	2019.01.21 18:45	2019.01.21 19:00
18	2019.01.21 20:45	2019.01.21 21:00
19	2019.01.21 22:15	2019.01.21 22:30
20	2019.01.21 22:30	2019.01.21 22:45
21	2019.01.21 23:15	2019.01.21 23:30
0	2019.01.18 01:45	2019.01.18 02:00
1	2019.01.18 02:00	2019.01.18 02:15
2	2019.01.18 02:15	2019.01.18 02:30
3	2019.01.18 04:45	2019.01.18 05:00
4	2019.01.18 08:00	2019.01.18 08:15
5	2019.01.18 08:15	2019.01.18 08:30
6	2019.01.18 08:30	2019.01.18 08:45
7	2019.01.18 08:45	2019.01.18 09:00
8	2019.01.18 10:00	2019.01.18 10:15
9	2019.01.18 10:45	2019.01.18 11:00
10	2019.01.18 11:00	2019.01.18 11:15
11	2019.01.18 11:15	2019.01.18 11:30
12	2019.01.18 11:30	2019.01.18 11:45
13	2019.01.18 13:00	2019.01.18 13:15
14	2019.01.18 13:15	2019.01.18 13:30
15	2019.01.18 13:30	2019.01.18 13:45
16	2019.01.18 16:00	2019.01.18 16:15
17	2019.01.18 17:15	2019.01.18 17:30
