[20190311_075607 / views.py:11521]
fname_Src_CSV	44_5.1_10_rawdata.(AUDJPY).(Period-M5).(NumOfUnits-55000).(Bars-ALL-20190310_140323).20190310_140123.csv
slice by	day
this file	no-44.[ups-downs-in_BB].[v-1.0].(AUDJPY-M5).(20190311_075559).csv
pair	AUDJPY
timeframe	M5
start	2017.11.20 11:30
end	2019.03.08 23:50

[ups/downs]==============================
s.n.	start	end	total	UU	UD	DU	DD	%UU	%UD	%DU	%DD
42	2019.01.10 00:00	2019.01.10 23:55	288	70	74	74	62	0.243	0.257	0.257	0.215
43	2019.01.09 00:00	2019.01.09 23:55	288	51	75	75	74	0.177	0.260	0.260	0.257
44	2019.01.08 00:00	2019.01.08 23:55	288	79	68	68	70	0.274	0.236	0.236	0.243
45	2019.01.07 00:00	2019.01.07 23:55	288	77	71	69	60	0.267	0.247	0.240	0.208
46	2019.01.04 00:00	2019.01.04 23:50	287	70	75	74	57	0.244	0.261	0.258	0.199
47	2019.01.03 00:00	2019.01.03 23:55	288	75	67	70	69	0.260	0.233	0.243	0.240
48	2018.12.28 00:05	2018.12.28 23:50	286	47	75	74	79	0.164	0.262	0.259	0.276
49	2018.12.27 00:05	2018.12.27 23:55	287	59	69	67	89	0.206	0.240	0.233	0.310
50	2018.12.26 00:15	2018.12.26 23:55	285	87	67	65	55	0.305	0.235	0.228	0.193
51	2018.12.25 00:00	2018.12.25 07:55	70	11	18	16	18	0.157	0.257	0.229	0.257
52	2018.12.24 00:00	2018.12.24 23:55	288	68	75	76	56	0.236	0.260	0.264	0.194
53	2018.12.21 00:00	2018.12.21 23:50	287	70	64	63	81	0.244	0.223	0.220	0.282
54	2018.12.20 00:00	2018.12.20 23:55	288	56	70	71	76	0.194	0.243	0.247	0.264
55	2018.12.19 00:00	2018.12.19 23:55	288	60	74	73	72	0.208	0.257	0.253	0.250
56	2018.12.18 00:00	2018.12.18 23:55	288	70	70	69	68	0.243	0.243	0.240	0.236
57	2018.12.17 00:00	2018.12.17 23:55	288	60	74	73	66	0.208	0.257	0.253	0.229
58	2018.12.14 00:00	2018.12.14 23:50	287	52	70	68	84	0.181	0.244	0.237	0.293
59	2018.12.13 00:00	2018.12.13 23:55	288	67	69	71	66	0.233	0.240	0.247	0.229
60	2018.12.12 00:00	2018.12.12 23:55	288	77	67	66	63	0.267	0.233	0.229	0.219
61	2018.12.11 00:00	2018.12.11 23:55	288	60	79	78	62	0.208	0.274	0.271	0.215
62	2018.12.10 02:05	2018.12.10 23:55	263	73	61	64	54	0.278	0.232	0.243	0.205
63	2018.12.07 00:00	2018.12.07 23:50	287	54	73	75	74	0.188	0.254	0.261	0.258
64	2018.12.06 00:00	2018.12.06 23:55	288	68	62	63	85	0.236	0.215	0.219	0.295
65	2018.12.05 00:00	2018.12.05 23:55	288	66	76	72	61	0.229	0.264	0.250	0.212
66	2018.12.04 00:00	2018.12.04 23:55	288	61	69	69	72	0.212	0.240	0.240	0.250
67	2018.12.03 00:05	2018.12.03 23:55	287	56	71	71	80	0.195	0.247	0.247	0.279
68	2018.11.30 00:05	2018.11.30 23:50	286	60	79	79	57	0.210	0.276	0.276	0.199
69	2018.11.29 00:05	2018.11.29 23:55	287	65	79	77	57	0.226	0.275	0.268	0.199
70	2018.11.28 00:05	2018.11.28 23:55	287	68	70	67	69	0.237	0.244	0.233	0.240
71	2018.11.27 00:05	2018.11.27 23:55	287	68	72	74	56	0.237	0.251	0.258	0.195
72	2018.11.26 00:05	2018.11.26 23:55	287	72	72	72	60	0.251	0.251	0.251	0.209
73	2018.11.23 00:05	2018.11.23 23:50	279	60	69	70	57	0.215	0.247	0.251	0.204
74	2018.11.22 00:05	2018.11.22 23:55	287	60	67	64	75	0.209	0.233	0.223	0.261
75	2018.11.21 00:05	2018.11.21 23:55	287	82	74	70	50	0.286	0.258	0.244	0.174
76	2018.11.20 00:05	2018.11.20 23:55	287	71	63	62	80	0.247	0.220	0.216	0.279
77	2018.11.19 00:05	2018.11.19 23:55	287	66	77	75	52	0.230	0.268	0.261	0.181
78	2018.11.16 00:05	2018.11.16 23:50	286	74	69	68	68	0.259	0.241	0.238	0.238
79	2018.11.15 00:05	2018.11.15 23:55	287	60	79	76	65	0.209	0.275	0.265	0.226
80	2018.11.14 00:05	2018.11.14 23:55	287	72	69	72	63	0.251	0.240	0.251	0.220
81	2018.11.13 00:05	2018.11.13 23:55	287	66	69	68	71	0.230	0.240	0.237	0.247
82	2018.11.12 00:05	2018.11.12 23:55	287	60	73	71	67	0.209	0.254	0.247	0.233
83	2018.11.09 00:05	2018.11.09 23:50	286	63	65	66	71	0.220	0.227	0.231	0.248
84	2018.11.08 00:05	2018.11.08 23:55	287	68	78	80	50	0.237	0.272	0.279	0.174
85	2018.11.07 00:05	2018.11.07 23:55	287	84	67	68	53	0.293	0.233	0.237	0.185
86	2018.11.06 00:05	2018.11.06 23:55	287	72	77	76	44	0.251	0.268	0.265	0.153
87	2018.11.05 00:05	2018.11.05 23:55	287	71	68	69	68	0.247	0.237	0.240	0.237
88	2018.11.02 00:05	2018.11.02 23:50	286	67	73	72	63	0.234	0.255	0.252	0.220
89	2018.11.01 00:05	2018.11.01 23:55	287	87	70	68	55	0.303	0.244	0.237	0.192
90	2018.10.31 00:05	2018.10.31 23:55	287	67	72	71	70	0.233	0.251	0.247	0.244
91	2018.10.30 00:05	2018.10.30 23:55	287	61	73	76	55	0.213	0.254	0.265	0.192
92	2018.10.29 00:05	2018.10.29 23:55	287	68	71	72	65	0.237	0.247	0.251	0.226
93	2018.10.26 00:05	2018.10.26 23:50	286	70	63	62	78	0.245	0.220	0.217	0.273
94	2018.10.25 00:05	2018.10.25 23:55	287	76	73	73	56	0.265	0.254	0.254	0.195
95	2018.10.24 00:05	2018.10.24 23:55	287	72	67	69	72	0.251	0.233	0.240	0.251
96	2018.10.23 00:05	2018.10.23 23:55	287	64	69	71	80	0.223	0.240	0.247	0.279
97	2018.10.22 00:05	2018.10.22 23:55	287	64	72	70	70	0.223	0.251	0.244	0.244
98	2018.10.19 00:05	2018.10.19 23:50	286	66	74	76	54	0.231	0.259	0.266	0.189
99	2018.10.18 00:05	2018.10.18 23:55	287	54	76	75	69	0.188	0.265	0.261	0.240
100	2018.10.17 00:05	2018.10.17 23:55	287	60	75	77	68	0.209	0.261	0.268	0.237
101	2018.10.16 00:05	2018.10.16 23:55	287	77	77	75	49	0.268	0.268	0.261	0.171
102	2018.10.15 00:05	2018.10.15 23:55	287	69	67	67	75	0.240	0.233	0.233	0.261
103	2018.10.12 00:05	2018.10.12 23:50	286	65	76	77	63	0.227	0.266	0.269	0.220
104	2018.10.11 00:05	2018.10.11 23:55	287	66	71	72	69	0.230	0.247	0.251	0.240
105	2018.10.10 00:05	2018.10.10 23:55	287	55	71	71	79	0.192	0.247	0.247	0.275
106	2018.10.09 00:05	2018.10.09 23:55	287	70	71	71	58	0.244	0.247	0.247	0.202
107	2018.10.08 00:05	2018.10.08 23:55	287	86	61	63	74	0.300	0.213	0.220	0.258
108	2018.10.05 00:05	2018.10.05 23:50	286	73	64	65	77	0.255	0.224	0.227	0.269
109	2018.10.04 00:05	2018.10.04 23:55	287	60	71	71	71	0.209	0.247	0.247	0.247
110	2018.10.03 00:05	2018.10.03 23:55	287	56	68	62	81	0.195	0.237	0.216	0.282
111	2018.10.02 00:05	2018.10.02 23:55	287	54	74	74	74	0.188	0.258	0.258	0.258
112	2018.10.01 00:05	2018.10.01 23:55	287	70	66	64	69	0.244	0.230	0.223	0.240
113	2018.09.28 21:00	2018.09.28 23:50	35	8	9	6	7	0.229	0.257	0.171	0.200
114	2018.08.31 00:05	2018.08.31 23:50	286	59	76	77	67	0.206	0.266	0.269	0.234
115	2018.08.30 00:05	2018.08.30 23:55	287	59	74	73	64	0.206	0.258	0.254	0.223
116	2018.08.29 00:05	2018.08.29 23:55	287	49	80	83	60	0.171	0.279	0.289	0.209
117	2018.08.28 00:05	2018.08.28 23:55	287	61	75	74	62	0.213	0.261	0.258	0.216
118	2018.08.27 00:05	2018.08.27 23:55	287	66	67	67	66	0.230	0.233	0.233	0.230
119	2018.08.24 00:05	2018.08.24 23:50	286	70	71	70	64	0.245	0.248	0.245	0.224
120	2018.08.23 00:05	2018.08.23 23:55	287	63	69	69	77	0.220	0.240	0.240	0.268
121	2018.08.22 00:05	2018.08.22 23:55	287	65	71	69	75	0.226	0.247	0.240	0.261
122	2018.08.21 00:05	2018.08.21 23:55	287	66	62	62	74	0.230	0.216	0.216	0.258
123	2018.08.20 00:05	2018.08.20 23:55	287	68	72	74	64	0.237	0.251	0.258	0.223
124	2018.08.17 00:05	2018.08.17 23:50	286	73	72	73	59	0.255	0.252	0.255	0.206
125	2018.08.16 00:05	2018.08.16 23:55	287	63	75	75	63	0.220	0.261	0.261	0.220
126	2018.08.15 00:05	2018.08.15 23:55	287	72	72	72	66	0.251	0.251	0.251	0.230
127	2018.08.14 00:05	2018.08.14 23:55	287	67	68	70	61	0.233	0.237	0.244	0.213
128	2018.08.13 00:05	2018.08.13 23:55	287	65	72	72	67	0.226	0.251	0.251	0.233
129	2018.08.10 00:05	2018.08.10 23:50	286	57	63	62	92	0.199	0.220	0.217	0.322
130	2018.08.09 00:05	2018.08.09 23:55	287	52	70	71	71	0.181	0.244	0.247	0.247
131	2018.08.08 00:05	2018.08.08 23:55	287	54	67	69	67	0.188	0.233	0.240	0.233
132	2018.08.07 00:05	2018.08.07 23:55	287	57	73	74	63	0.199	0.254	0.258	0.220
133	2018.08.06 00:05	2018.08.06 23:55	287	62	71	68	69	0.216	0.247	0.237	0.240
134	2018.08.03 00:05	2018.08.03 23:50	286	65	64	66	72	0.227	0.224	0.231	0.252
135	2018.08.02 00:05	2018.08.02 23:55	287	53	73	73	65	0.185	0.254	0.254	0.226
136	2018.08.01 00:05	2018.08.01 23:55	287	70	70	69	69	0.244	0.244	0.240	0.240
137	2018.07.31 00:05	2018.07.31 23:55	287	77	73	71	55	0.268	0.254	0.247	0.192
138	2018.07.30 00:05	2018.07.30 23:55	287	56	72	69	64	0.195	0.251	0.240	0.223
139	2018.07.27 00:05	2018.07.27 23:50	286	68	76	73	50	0.238	0.266	0.255	0.175
140	2018.07.26 00:05	2018.07.26 23:55	287	62	74	74	66	0.216	0.258	0.258	0.230
141	2018.07.25 00:05	2018.07.25 23:55	287	62	75	74	65	0.216	0.261	0.258	0.226
142	2018.07.24 00:05	2018.07.24 23:55	287	68	71	71	60	0.237	0.247	0.247	0.209
143	2018.07.23 00:05	2018.07.23 23:55	287	59	73	73	75	0.206	0.254	0.254	0.261
144	2018.07.20 00:05	2018.07.20 23:50	286	79	68	69	61	0.276	0.238	0.241	0.213
145	2018.07.19 00:05	2018.07.19 23:55	287	47	72	72	78	0.164	0.251	0.251	0.272
146	2018.07.18 00:05	2018.07.18 23:55	287	71	69	71	63	0.247	0.240	0.247	0.220
147	2018.07.17 00:05	2018.07.17 23:55	287	54	81	78	55	0.188	0.282	0.272	0.192
148	2018.07.16 00:05	2018.07.16 23:55	287	56	80	78	64	0.195	0.279	0.272	0.223
149	2018.07.13 00:05	2018.07.13 23:50	286	79	67	68	57	0.276	0.234	0.238	0.199
150	2018.07.12 00:05	2018.07.12 23:55	287	72	79	79	48	0.251	0.275	0.275	0.167
151	2018.07.11 00:05	2018.07.11 23:55	287	68	72	72	68	0.237	0.251	0.251	0.237
152	2018.07.10 00:05	2018.07.10 23:55	287	77	75	75	51	0.268	0.261	0.261	0.178
153	2018.07.09 00:05	2018.07.09 23:55	287	68	78	79	51	0.237	0.272	0.275	0.178
154	2018.07.06 00:05	2018.07.06 23:50	286	61	73	74	60	0.213	0.255	0.259	0.210
155	2018.07.05 00:05	2018.07.05 23:55	287	78	75	75	54	0.272	0.261	0.261	0.188
156	2018.07.04 00:05	2018.07.04 23:55	287	52	77	79	66	0.181	0.268	0.275	0.230
157	2018.07.03 00:05	2018.07.03 23:55	287	76	70	71	59	0.265	0.244	0.247	0.206
158	2018.07.02 00:05	2018.07.02 23:55	287	60	67	68	85	0.209	0.233	0.237	0.296
159	2018.06.29 00:05	2018.06.29 23:50	286	80	68	70	55	0.280	0.238	0.245	0.192
160	2018.06.28 00:05	2018.06.28 23:55	287	60	74	77	65	0.209	0.258	0.268	0.226
161	2018.06.27 00:05	2018.06.27 23:55	287	65	65	66	80	0.226	0.226	0.230	0.279
162	2018.06.26 00:05	2018.06.26 23:55	287	73	72	70	65	0.254	0.251	0.244	0.226
163	2018.06.25 00:05	2018.06.25 23:55	287	52	75	76	65	0.181	0.261	0.265	0.226
164	2018.06.22 00:05	2018.06.22 23:50	286	76	69	73	56	0.266	0.241	0.255	0.196
165	2018.06.21 00:05	2018.06.21 23:55	287	57	76	75	72	0.199	0.265	0.261	0.251
166	2018.06.20 00:05	2018.06.20 23:55	287	72	72	74	62	0.251	0.251	0.258	0.216
167	2018.06.19 00:05	2018.06.19 23:55	287	56	69	67	84	0.195	0.240	0.233	0.293
168	2018.06.18 00:05	2018.06.18 23:55	287	59	69	73	65	0.206	0.240	0.254	0.226
169	2018.06.15 00:05	2018.06.15 23:50	286	63	76	76	64	0.220	0.266	0.266	0.224
170	2018.06.14 00:05	2018.06.14 23:55	287	56	71	70	83	0.195	0.247	0.244	0.289
171	2018.06.13 00:05	2018.06.13 23:55	287	81	72	73	54	0.282	0.251	0.254	0.188
172	2018.06.12 00:05	2018.06.12 23:55	287	63	67	69	77	0.220	0.233	0.240	0.268
173	2018.06.11 00:05	2018.06.11 23:55	287	74	74	72	54	0.258	0.258	0.251	0.188
174	2018.06.08 00:05	2018.06.08 23:50	286	65	68	70	66	0.227	0.238	0.245	0.231
175	2018.06.07 00:05	2018.06.07 23:55	287	59	74	78	65	0.206	0.258	0.272	0.226
176	2018.06.06 00:05	2018.06.06 23:55	287	65	75	75	57	0.226	0.261	0.261	0.199
177	2018.06.05 00:05	2018.06.05 23:55	287	64	78	77	65	0.223	0.272	0.268	0.226
178	2018.06.04 00:05	2018.06.04 23:55	287	76	75	73	50	0.265	0.261	0.254	0.174
179	2018.06.01 00:05	2018.06.01 23:50	286	69	69	70	63	0.241	0.241	0.245	0.220
180	2018.05.31 00:05	2018.05.31 23:55	287	74	73	72	67	0.258	0.254	0.251	0.233
181	2018.05.30 00:05	2018.05.30 23:55	287	72	75	72	57	0.251	0.261	0.251	0.199
182	2018.05.29 00:05	2018.05.29 23:55	287	53	77	78	76	0.185	0.268	0.272	0.265
183	2018.05.28 00:05	2018.05.28 23:55	287	72	74	75	60	0.251	0.258	0.261	0.209
184	2018.05.25 00:05	2018.05.25 23:50	286	64	66	67	69	0.224	0.231	0.234	0.241
185	2018.05.24 00:05	2018.05.24 23:55	287	50	77	78	73	0.174	0.268	0.272	0.254
186	2018.05.23 00:05	2018.05.23 23:55	287	62	68	66	74	0.216	0.237	0.230	0.258
187	2018.05.22 00:05	2018.05.22 23:55	287	61	74	75	69	0.213	0.258	0.261	0.240
188	2018.05.21 00:05	2018.05.21 23:55	287	84	64	62	60	0.293	0.223	0.216	0.209
189	2018.05.18 04:55	2018.05.18 23:50	228	56	57	53	46	0.246	0.250	0.232	0.202
190	2017.11.24 00:00	2017.11.24 23:50	287	70	79	78	53	0.244	0.275	0.272	0.185
191	2017.11.23 00:00	2017.11.23 23:55	288	62	79	75	65	0.215	0.274	0.260	0.226
192	2017.11.22 00:00	2017.11.22 23:55	288	67	66	65	75	0.233	0.229	0.226	0.260
193	2017.11.21 00:00	2017.11.21 23:55	288	68	75	76	56	0.236	0.260	0.264	0.194
194	2017.11.20 11:30	2017.11.20 23:55	150	38	35	35	33	0.253	0.233	0.233	0.220


