[20190228_135814 / views.py:10284]
fname_Src_CSV	44_5.1_10_rawdata.(EURJPY).(Period-M15).(NumOfUnits-4500).(Bars-4500).20190214_095445.csv
slice by	day
this file	no-44.[ups-downs-in_BB].[v-1.0].20190228_135813.csv
pair	EURJPY
timeframe	M15

[ups/downs]==============================
s.n.	start	end	total	UU	UD	DU	DD	%UU	%UD	%DU	%DD


[20190228_135814 / views.py:10293]


[lo_UU]==============================
s.n.	e0.dateTime	e1.dateTime	e0.CP	e1.CP	e0.BB_M2S	e0.BB_M1S	e0.BB_Main	e0.BB_1S	e0.BB_2S
122	2019.02.06 12:15	2019.02.06 12:30	124.932	124.940	124.778	124.863	124.947	125.031	125.116
123	2019.02.06 12:30	2019.02.06 12:45	124.940	124.990	124.791	124.864	124.938	125.011	125.085
124	2019.02.06 13:15	2019.02.06 13:30	124.945	124.952	124.813	124.867	124.922	124.977	125.031
125	2019.02.06 14:00	2019.02.06 14:15	124.982	125.015	124.839	124.877	124.914	124.952	124.989
126	2019.02.06 14:45	2019.02.06 15:00	125.022	125.040	124.833	124.882	124.931	124.980	125.029
127	2019.02.06 15:00	2019.02.06 15:15	125.040	125.069	124.835	124.887	124.940	124.992	125.044
128	2019.02.06 15:15	2019.02.06 15:30	125.069	125.079	124.830	124.889	124.948	125.006	125.065
129	2019.02.06 17:15	2019.02.06 17:30	124.875	124.888	124.855	124.912	124.970	125.027	125.084
130	2019.02.06 17:30	2019.02.06 17:45	124.888	124.938	124.847	124.907	124.967	125.027	125.087
131	2019.02.06 20:00	2019.02.06 20:15	124.925	124.995	124.794	124.859	124.923	124.987	125.052
132	2019.02.06 20:15	2019.02.06 20:30	124.995	125.026	124.804	124.862	124.919	124.977	125.035
133	2019.02.06 22:45	2019.02.06 23:00	124.989	124.993	124.837	124.887	124.938	124.989	125.039
134	2019.02.06 23:00	2019.02.06 23:15	124.993	125.007	124.837	124.889	124.941	124.993	125.045
135	2019.02.05 00:15	2019.02.05 00:30	125.647	125.661	125.576	125.612	125.648	125.684	125.721
136	2019.02.05 00:30	2019.02.05 00:45	125.661	125.674	125.576	125.613	125.649	125.685	125.721
137	2019.02.05 00:45	2019.02.05 01:00	125.674	125.713	125.578	125.614	125.651	125.687	125.724
138	2019.02.05 01:00	2019.02.05 01:15	125.713	125.726	125.575	125.614	125.653	125.691	125.730
139	2019.02.05 01:15	2019.02.05 01:30	125.726	125.747	125.573	125.614	125.656	125.698	125.740
140	2019.02.05 01:30	2019.02.05 01:45	125.747	125.759	125.575	125.619	125.663	125.708	125.752
141	2019.02.05 02:45	2019.02.05 03:00	125.787	125.796	125.603	125.653	125.704	125.755	125.806
142	2019.02.05 03:30	2019.02.05 03:45	125.813	125.844	125.613	125.669	125.726	125.782	125.838
143	2019.02.05 05:15	2019.02.05 05:30	125.759	125.770	125.676	125.723	125.769	125.815	125.862
144	2019.02.05 08:00	2019.02.05 08:15	125.591	125.617	125.536	125.626	125.715	125.804	125.894
145	2019.02.05 08:15	2019.02.05 08:30	125.617	125.629	125.527	125.616	125.706	125.796	125.886
146	2019.02.05 08:30	2019.02.05 08:45	125.629	125.646	125.521	125.609	125.697	125.785	125.873
147	2019.02.05 11:00	2019.02.05 11:15	125.605	125.613	125.405	125.485	125.565	125.646	125.726
148	2019.02.05 11:45	2019.02.05 12:00	125.612	125.637	125.413	125.485	125.557	125.629	125.701
149	2019.02.05 13:45	2019.02.05 14:00	125.558	125.606	125.408	125.471	125.535	125.599	125.663
150	2019.02.05 14:00	2019.02.05 14:15	125.606	125.621	125.407	125.472	125.537	125.602	125.667
151	2019.02.05 15:30	2019.02.05 15:45	125.563	125.578	125.468	125.518	125.568	125.618	125.668
152	2019.02.05 18:30	2019.02.05 18:45	125.406	125.442	125.265	125.377	125.490	125.602	125.714
153	2019.02.05 20:45	2019.02.05 21:00	125.479	125.487	125.264	125.342	125.421	125.500	125.579
154	2019.02.05 22:30	2019.02.05 22:45	125.466	125.474	125.314	125.370	125.426	125.482	125.538
155	2019.02.04 02:30	2019.02.04 02:45	125.479	125.502	125.356	125.402	125.449	125.496	125.542
156	2019.02.04 05:30	2019.02.04 05:45	125.487	125.493	125.373	125.420	125.466	125.513	125.560
157	2019.02.04 05:45	2019.02.04 06:00	125.493	125.506	125.380	125.425	125.471	125.516	125.561
158	2019.02.04 06:00	2019.02.04 06:15	125.506	125.530	125.388	125.432	125.475	125.519	125.563
159	2019.02.04 06:15	2019.02.04 06:30	125.530	125.568	125.399	125.441	125.482	125.523	125.565
160	2019.02.04 06:30	2019.02.04 06:45	125.568	125.594	125.416	125.454	125.492	125.529	125.567
161	2019.02.04 06:45	2019.02.04 07:00	125.594	125.616	125.441	125.472	125.503	125.534	125.565
162	2019.02.04 07:45	2019.02.04 08:00	125.587	125.596	125.432	125.479	125.526	125.572	125.619
163	2019.02.04 08:30	2019.02.04 08:45	125.620	125.627	125.441	125.491	125.542	125.593	125.643
164	2019.02.04 09:30	2019.02.04 09:45	125.653	125.674	125.453	125.509	125.566	125.622	125.678
165	2019.02.04 09:45	2019.02.04 10:00	125.674	125.748	125.459	125.517	125.575	125.633	125.691
166	2019.02.04 10:00	2019.02.04 10:15	125.748	125.752	125.455	125.521	125.588	125.654	125.720
167	2019.02.04 10:15	2019.02.04 10:30	125.752	125.790	125.464	125.533	125.602	125.671	125.740
168	2019.02.04 12:15	2019.02.04 12:30	125.748	125.786	125.526	125.609	125.691	125.773	125.855
169	2019.02.04 13:30	2019.02.04 13:45	125.818	125.820	125.609	125.674	125.739	125.805	125.870
170	2019.02.04 13:45	2019.02.04 14:00	125.820	125.827	125.625	125.687	125.749	125.811	125.873
171	2019.02.04 15:15	2019.02.04 15:30	125.842	125.881	125.726	125.755	125.785	125.814	125.844
172	2019.02.04 15:30	2019.02.04 15:45	125.881	125.931	125.717	125.753	125.789	125.826	125.862
173	2019.02.04 21:30	2019.02.04 21:45	125.613	125.652	125.544	125.624	125.704	125.784	125.863
174	2019.02.04 22:15	2019.02.04 22:30	125.665	125.678	125.552	125.615	125.678	125.741	125.805
175	2019.02.04 22:30	2019.02.04 22:45	125.678	125.702	125.557	125.615	125.673	125.730	125.788
176	2019.02.04 22:45	2019.02.04 23:00	125.702	125.712	125.560	125.615	125.669	125.724	125.778
177	2019.02.01 00:30	2019.02.01 00:45	124.566	124.574	124.501	124.544	124.588	124.631	124.675
178	2019.02.01 00:45	2019.02.01 01:00	124.574	124.584	124.500	124.543	124.587	124.630	124.674
179	2019.02.01 01:00	2019.02.01 01:15	124.584	124.595	124.499	124.542	124.586	124.629	124.672
180	2019.02.01 01:15	2019.02.01 01:30	124.595	124.604	124.501	124.544	124.587	124.630	124.673
181	2019.02.01 01:30	2019.02.01 01:45	124.604	124.609	124.502	124.545	124.588	124.631	124.674
182	2019.02.01 01:45	2019.02.01 02:00	124.609	124.711	124.502	124.546	124.589	124.633	124.676
183	2019.02.01 03:45	2019.02.01 04:00	124.508	124.533	124.475	124.540	124.605	124.670	124.735
184	2019.02.01 04:00	2019.02.01 04:15	124.533	124.580	124.468	124.533	124.598	124.663	124.729
185	2019.02.01 04:15	2019.02.01 04:30	124.580	124.579	124.468	124.531	124.594	124.656	124.719
186	2019.02.01 04:30	2019.02.01 04:45	124.579	124.627	124.466	124.529	124.591	124.653	124.715
187	2019.02.01 04:45	2019.02.01 05:00	124.627	124.634	124.467	124.529	124.592	124.655	124.717
188	2019.02.01 05:00	2019.02.01 05:15	124.634	124.666	124.468	124.532	124.595	124.658	124.721
189	2019.02.01 08:15	2019.02.01 08:30	124.553	124.554	124.470	124.517	124.564	124.611	124.657
190	2019.02.01 08:30	2019.02.01 08:45	124.554	124.575	124.484	124.526	124.568	124.610	124.652
191	2019.02.01 08:45	2019.02.01 09:00	124.575	124.644	124.492	124.531	124.571	124.611	124.651
192	2019.02.01 09:00	2019.02.01 09:15	124.644	124.657	124.493	124.535	124.577	124.619	124.660
193	2019.02.01 09:15	2019.02.01 09:30	124.657	124.690	124.490	124.535	124.581	124.626	124.671
194	2019.02.01 09:30	2019.02.01 09:45	124.690	124.703	124.484	124.535	124.586	124.637	124.688
195	2019.02.01 09:45	2019.02.01 10:00	124.703	124.746	124.477	124.533	124.590	124.647	124.703
196	2019.02.01 11:45	2019.02.01 12:00	124.886	124.945	124.445	124.553	124.661	124.769	124.877
197	2019.02.01 13:00	2019.02.01 13:15	124.867	124.914	124.516	124.633	124.750	124.866	124.983
198	2019.02.01 14:15	2019.02.01 14:30	124.910	124.916	124.657	124.740	124.824	124.908	124.991
199	2019.02.01 15:00	2019.02.01 15:15	124.912	124.961	124.708	124.780	124.853	124.926	124.998
200	2019.02.01 15:15	2019.02.01 15:30	124.961	125.009	124.724	124.794	124.865	124.935	125.005
201	2019.02.01 15:30	2019.02.01 15:45	125.009	125.041	124.733	124.805	124.877	124.950	125.022
202	2019.02.01 15:45	2019.02.01 16:00	125.041	125.101	124.754	124.824	124.894	124.964	125.034
203	2019.02.01 16:30	2019.02.01 16:45	125.115	125.218	124.782	124.862	124.943	125.023	125.104
204	2019.02.01 16:45	2019.02.01 17:00	125.218	125.319	124.761	124.860	124.959	125.059	125.158
205	2019.02.01 17:00	2019.02.01 17:15	125.319	125.396	124.726	124.852	124.978	125.104	125.231
206	2019.02.01 17:45	2019.02.01 18:00	125.420	125.543	124.683	124.868	125.054	125.240	125.425
207	2019.02.01 18:00	2019.02.01 18:15	125.543	125.693	124.670	124.879	125.088	125.296	125.505
208	2019.01.31 00:00	2019.01.31 00:15	125.167	125.209	125.009	125.067	125.125	125.183	125.241
209	2019.01.31 02:45	2019.01.31 03:00	125.146	125.180	125.075	125.112	125.150	125.188	125.225
210	2019.01.31 04:30	2019.01.31 04:45	125.156	125.230	125.112	125.138	125.163	125.188	125.213
211	2019.01.31 05:15	2019.01.31 05:30	125.206	125.269	125.109	125.137	125.166	125.195	125.224
212	2019.01.31 08:15	2019.01.31 08:30	125.077	125.087	125.057	125.110	125.163	125.216	125.269
213	2019.01.31 08:30	2019.01.31 08:45	125.087	125.114	125.049	125.104	125.159	125.215	125.270
214	2019.01.31 10:00	2019.01.31 10:15	125.011	125.022	124.994	125.064	125.135	125.205	125.276
215	2019.01.31 12:45	2019.01.31 13:00	124.634	124.657	124.552	124.738	124.925	125.112	125.298
216	2019.01.31 13:00	2019.01.31 13:15	124.657	124.748	124.520	124.712	124.905	125.098	125.291
217	2019.01.31 13:15	2019.01.31 13:30	124.748	124.777	124.506	124.697	124.889	125.080	125.272
218	2019.01.31 13:30	2019.01.31 13:45	124.777	124.796	124.499	124.686	124.873	125.061	125.248
219	2019.01.31 14:15	2019.01.31 14:30	124.790	124.841	124.507	124.665	124.823	124.981	125.139
220	2019.01.31 14:30	2019.01.31 14:45	124.841	124.870	124.526	124.667	124.808	124.949	125.090
221	2019.01.31 15:30	2019.01.31 15:45	124.781	124.791	124.565	124.665	124.766	124.866	124.966
222	2019.01.31 16:30	2019.01.31 16:45	124.708	124.712	124.583	124.657	124.732	124.806	124.881
223	2019.01.31 16:45	2019.01.31 17:00	124.712	124.804	124.587	124.660	124.734	124.807	124.880
224	2019.01.31 17:00	2019.01.31 17:15	124.804	124.865	124.597	124.669	124.741	124.814	124.886
225	2019.01.31 17:15	2019.01.31 17:30	124.865	124.920	124.605	124.679	124.752	124.826	124.900
226	2019.01.31 19:45	2019.01.31 20:00	124.596	124.607	124.518	124.620	124.722	124.824	124.926
227	2019.01.31 20:30	2019.01.31 20:45	124.583	124.590	124.475	124.584	124.693	124.802	124.912
228	2019.01.31 21:15	2019.01.31 21:30	124.563	124.592	124.438	124.554	124.670	124.785	124.901
229	2019.01.31 21:30	2019.01.31 21:45	124.592	124.595	124.431	124.547	124.664	124.780	124.896
230	2019.01.31 22:15	2019.01.31 22:30	124.526	124.593	124.412	124.519	124.626	124.733	124.840
231	2019.01.31 22:30	2019.01.31 22:45	124.593	124.646	124.443	124.526	124.610	124.693	124.776
232	2019.01.31 22:45	2019.01.31 23:00	124.646	124.667	124.486	124.542	124.598	124.654	124.709
233	2019.01.31 23:00	2019.01.31 23:15	124.667	124.674	124.496	124.545	124.595	124.644	124.693
234	2019.01.30 00:15	2019.01.30 00:30	124.994	125.026	124.916	124.953	124.989	125.026	125.062
235	2019.01.30 00:30	2019.01.30 00:45	125.026	125.038	124.918	124.955	124.992	125.029	125.066
236	2019.01.30 00:45	2019.01.30 01:00	125.038	125.104	124.917	124.956	124.994	125.033	125.071
237	2019.01.30 01:00	2019.01.30 01:15	125.104	125.122	124.912	124.957	125.001	125.046	125.090
238	2019.01.30 03:45	2019.01.30 04:00	124.998	125.005	124.936	124.991	125.046	125.101	125.157
239	2019.01.30 04:00	2019.01.30 04:15	125.005	125.020	124.932	124.988	125.044	125.100	125.156
240	2019.01.30 05:00	2019.01.30 05:15	125.079	125.085	124.934	124.990	125.046	125.101	125.157
241	2019.01.30 05:15	2019.01.30 05:30	125.085	125.118	124.940	124.995	125.050	125.105	125.160
242	2019.01.30 09:30	2019.01.30 09:45	124.949	124.956	124.932	124.992	125.052	125.111	125.171
243	2019.01.30 10:15	2019.01.30 10:30	125.049	125.051	124.912	124.976	125.041	125.106	125.170
244	2019.01.30 11:15	2019.01.30 11:30	124.987	125.025	124.908	124.965	125.022	125.079	125.136
245	2019.01.30 13:45	2019.01.30 14:00	125.089	125.163	124.927	124.968	125.010	125.051	125.093
