	"[20181225_180108 / libfx_2.py:2910] "					
	"##################################################"					
	"Source csv"	": 44_3.2_15_file-io.EURJPY.Period-H1.Days-5000.Bars-120000.20180903_135340.(m-01).20180926_205209.csv"				
	"Pair"	": EURJPY"				
	"Period"	": H1"				
	"##################################################"					
	"a0[0]"	"a0[1].dateTime"	"close"	"BB.main"	"BB.+1"	"BB.+2"
						
71	1	"2018.01.30 23:00"	134.914	134.808	135.052	135.296
72	2	"2018.01.03 02:00"	135.469	135.346	135.477	135.609
73	2	"2018.01.03 15:00"	135.042	135.26	135.434	135.609
74	2	"2018.01.04 07:00"	135.415	135.16	135.337	135.514
75	2	"2018.01.05 00:00"	136.141	135.835	136.167	136.498
76	2	"2018.01.05 10:00"	136.456	136.21	136.333	136.457
77	2	"2018.01.05 13:00"	136.481	136.246	136.39	136.534
78	2	"2018.01.08 01:00"	136.212	136.321	136.444	136.567
79	2	"2018.01.10 13:00"	133.744	134.049	134.373	134.697
80	2	"2018.01.15 15:00"	135.789	135.373	135.614	135.856
81	2	"2018.01.16 02:00"	135.911	135.565	135.734	135.902
82	2	"2018.01.16 23:00"	135.436	135.547	135.828	136.109
83	2	"2018.01.17 11:00"	135.504	135.529	135.688	135.846
84	2	"2018.01.17 15:00"	135.358	135.496	135.676	135.856
85	2	"2018.01.18 09:00"	135.783	135.628	135.816	136.005
86	2	"2018.01.19 03:00"	135.961	135.91	136.055	136.201
87	2	"2018.01.19 19:00"	135.301	135.734	135.979	136.223
88	2	"2018.01.22 10:00"	135.622	135.446	135.571	135.696
89	2	"2018.01.23 17:00"	135.637	135.759	136.05	136.342
90	2	"2018.01.24 19:00"	135.328	135.363	135.502	135.642
91	2	"2018.01.24 23:00"	135.482	135.322	135.427	135.533
92	2	"2018.01.25 02:00"	135.635	135.341	135.47	135.599
93	2	"2018.01.26 22:00"	135.029	135.59	136.076	136.562
94	2	"2018.01.29 07:00"	135.05	135.159	135.577	135.994
95	2	"2018.01.30 00:00"	134.958	134.886	135.064	135.242
96	2	"2018.01.31 02:00"	135.092	134.847	135.089	135.33
97	2	"2018.01.31 05:00"	135.268	134.971	135.133	135.295
98	3	"2018.01.02 02:00"	135.47	135.083	135.358	135.633
99	3	"2018.01.03 07:00"	135.389	135.312	135.411	135.51
100	3	"2018.01.11 03:00"	133.47	133.431	133.65	133.869
101	3	"2018.01.11 16:00"	134.296	133.479	133.808	134.136
102	3	"2018.01.15 12:00"	135.8	135.268	135.485	135.702
103	3	"2018.01.15 23:00"	135.563	135.472	135.686	135.901
104	3	"2018.01.16 18:00"	135.591	135.61	135.901	136.193
105	3	"2018.01.17 21:00"	135.973	135.555	135.775	135.995
106	3	"2018.01.18 13:00"	136.222	135.759	135.935	136.111
107	3	"2018.01.23 08:00"	136.062	135.916	136.072	136.227
108	3	"2018.01.25 07:00"	135.592	135.379	135.533	135.688
109	3	"2018.01.25 16:00"	135.953	135.487	135.674	135.861
110	3	"2018.01.26 13:00"	136.053	135.834	136	136.167
111	4	"2018.01.05 07:00"	136.411	136.12	136.284	136.448
112	4	"2018.01.08 19:00"	135.442	135.802	136.176	136.55
113	4	"2018.01.12 11:00"	134.72	134.092	134.353	134.615
114	4	"2018.01.12 16:00"	135.314	134.32	134.787	135.255
115	4	"2018.01.15 08:00"	135.349	135.181	135.388	135.595
116	4	"2018.01.17 04:00"	135.75	135.45	135.615	135.781
117	4	"2018.01.18 06:00"	135.797	135.572	135.781	135.991
118	4	"2018.01.23 03:00"	136.134	135.842	136.05	136.258
119	4	"2018.01.26 02:00"	136.058	135.615	135.853	136.09
120	4	"2018.01.29 20:00"	134.982	134.893	135.073	135.253
121	4	"2018.01.30 13:00"	135.105	134.771	134.989	135.206
122	5	"2018.01.02 09:00"	135.568	135.325	135.507	135.688
123	5	"2018.01.09 01:00"	135.441	135.543	135.848	136.154
124	5	"2018.01.19 00:00"	135.929	135.885	136.045	136.205
125	5	"2018.01.22 01:00"	135.657	135.589	135.84	136.091
126	5	"2018.01.22 20:00"	136.064	135.659	135.834	136.01
127	6	"2018.01.02 23:00"	135.429	135.347	135.477	135.608
128	6	"2018.01.04 04:00"	135.384	135.138	135.294	135.45
129	6	"2018.01.09 23:00"	134.459	134.52	134.762	135.004
130	6	"2018.01.15 00:00"	135.561	134.831	135.314	135.796
131	7	"2018.01.12 03:00"	134.099	133.822	134.137	134.451
132	8	"2018.01.04 16:00"	136.322	135.49	135.806	136.123
