[20190327_165618 / views.py:14143]
fname_Src_CSV	44_5.1_10_rawdata.(EURJPY).(Period-M5).(NumOfUnits-8000).(Bars-ALL-20190326_110835).20190307_094255.csv
slice by	through
this file	no-44.[ups-downs-in_BB].[v-1.0].(EURJPY-M5).(20190327_165613).csv
pair	EURJPY
timeframe	M5
start	2018.05.18 04:55
end	2019.03.26 05:00
bars	58414



[20190327_165618 / views.py:14162]


[lo_UU]==============================
s.n.	e0.dateTime	e1.dateTime	e0.CP	e1.CP	e0.BB_M2S	e0.BB_M1S	e0.BB_Main	e0.BB_1S	e0.BB_2S
121	2018.05.22 01:20	2018.05.22 01:25	130.914	130.927	130.881	130.902	130.923	130.943	130.964
122	2018.05.22 01:35	2018.05.22 01:40	130.881	130.895	130.875	130.898	130.922	130.945	130.968
123	2018.05.22 02:10	2018.05.22 02:15	130.855	130.863	130.836	130.869	130.902	130.935	130.968
124	2018.05.22 02:25	2018.05.22 02:30	130.857	130.879	130.829	130.859	130.888	130.918	130.948
125	2018.05.22 02:40	2018.05.22 02:45	130.875	130.878	130.835	130.857	130.879	130.901	130.923
126	2018.05.22 03:10	2018.05.22 03:15	130.799	130.803	130.812	130.837	130.862	130.888	130.913
127	2018.05.22 03:15	2018.05.22 03:20	130.803	130.813	130.802	130.830	130.858	130.887	130.915
128	2018.05.22 03:20	2018.05.22 03:25	130.813	130.820	130.798	130.826	130.854	130.883	130.911
129	2018.05.22 03:25	2018.05.22 03:30	130.820	130.836	130.795	130.823	130.851	130.879	130.907
130	2018.05.22 03:40	2018.05.22 03:45	130.812	130.822	130.786	130.815	130.843	130.871	130.899
131	2018.05.22 03:45	2018.05.22 03:50	130.822	130.846	130.784	130.813	130.841	130.870	130.898
132	2018.05.22 04:25	2018.05.22 04:30	130.782	130.787	130.770	130.796	130.823	130.849	130.875
133	2018.05.22 05:00	2018.05.22 05:05	130.625	130.629	130.637	130.707	130.777	130.847	130.917
134	2018.05.22 05:05	2018.05.22 05:10	130.629	130.660	130.615	130.691	130.767	130.843	130.920
135	2018.05.22 05:10	2018.05.22 05:15	130.660	130.696	130.603	130.680	130.758	130.836	130.914
136	2018.05.22 05:15	2018.05.22 05:20	130.696	130.704	130.596	130.675	130.753	130.831	130.909
137	2018.05.22 06:00	2018.05.22 06:05	130.670	130.672	130.594	130.641	130.688	130.735	130.781
138	2018.05.22 06:05	2018.05.22 06:10	130.672	130.673	130.599	130.641	130.682	130.724	130.765
139	2018.05.22 06:20	2018.05.22 06:25	130.678	130.700	130.622	130.646	130.670	130.693	130.717
140	2018.05.22 06:25	2018.05.22 06:30	130.700	130.702	130.622	130.646	130.669	130.693	130.717
141	2018.05.22 06:45	2018.05.22 06:50	130.658	130.675	130.644	130.661	130.677	130.694	130.710
142	2018.05.22 07:25	2018.05.22 07:30	130.653	130.671	130.639	130.654	130.669	130.683	130.698
143	2018.05.22 08:10	2018.05.22 08:15	130.639	130.641	130.620	130.636	130.653	130.670	130.687
144	2018.05.22 08:15	2018.05.22 08:20	130.641	130.650	130.620	130.635	130.651	130.667	130.682
145	2018.05.22 08:50	2018.05.22 08:55	130.653	130.683	130.622	130.634	130.646	130.659	130.671
146	2018.05.22 08:55	2018.05.22 09:00	130.683	130.756	130.618	130.633	130.648	130.662	130.677
147	2018.05.22 09:15	2018.05.22 09:20	130.677	130.684	130.588	130.622	130.656	130.691	130.725
148	2018.05.22 09:20	2018.05.22 09:25	130.684	130.745	130.589	130.624	130.658	130.693	130.727
149	2018.05.22 09:50	2018.05.22 09:55	130.686	130.697	130.607	130.643	130.679	130.715	130.751
150	2018.05.22 09:55	2018.05.22 10:00	130.697	130.740	130.611	130.647	130.682	130.717	130.752
151	2018.05.22 10:00	2018.05.22 10:05	130.740	130.747	130.613	130.650	130.686	130.723	130.760
152	2018.05.22 10:05	2018.05.22 10:10	130.747	130.900	130.617	130.654	130.692	130.729	130.766
153	2018.05.22 10:10	2018.05.22 10:15	130.900	130.946	130.589	130.646	130.704	130.762	130.820
154	2018.05.22 10:15	2018.05.22 10:20	130.946	130.988	130.567	130.643	130.719	130.796	130.872
155	2018.05.22 10:20	2018.05.22 10:25	130.988	131.085	130.545	130.640	130.735	130.831	130.926
156	2018.05.22 10:45	2018.05.22 10:50	131.166	131.281	130.467	130.656	130.845	131.033	131.222
157	2018.05.22 11:45	2018.05.22 11:50	131.098	131.107	130.923	131.018	131.113	131.208	131.303
158	2018.05.22 13:00	2018.05.22 13:05	131.154	131.173	131.040	131.071	131.102	131.132	131.163
159	2018.05.22 15:35	2018.05.22 15:40	130.746	130.760	130.632	130.769	130.906	131.042	131.179
160	2018.05.22 15:55	2018.05.22 16:00	130.666	130.669	130.574	130.704	130.834	130.965	131.095
161	2018.05.22 16:00	2018.05.22 16:05	130.669	130.720	130.560	130.689	130.817	130.946	131.075
162	2018.05.22 16:25	2018.05.22 16:30	130.687	130.692	130.579	130.659	130.739	130.818	130.898
163	2018.05.22 16:30	2018.05.22 16:35	130.692	130.702	130.589	130.658	130.727	130.796	130.865
164	2018.05.22 16:35	2018.05.22 16:40	130.702	130.761	130.604	130.661	130.717	130.774	130.831
165	2018.05.22 16:40	2018.05.22 16:45	130.761	130.768	130.616	130.664	130.713	130.762	130.810
166	2018.05.22 16:45	2018.05.22 16:50	130.768	130.820	130.627	130.668	130.709	130.750	130.792
167	2018.05.22 17:20	2018.05.22 17:25	130.713	130.735	130.611	130.662	130.713	130.764	130.814
168	2018.05.22 17:50	2018.05.22 17:55	130.670	130.702	130.616	130.666	130.716	130.766	130.816
169	2018.05.22 17:55	2018.05.22 18:00	130.702	130.777	130.620	130.669	130.718	130.767	130.816
170	2018.05.22 18:10	2018.05.22 18:15	130.814	130.821	130.628	130.681	130.733	130.786	130.839
171	2018.05.22 18:15	2018.05.22 18:20	130.821	130.828	130.628	130.684	130.739	130.795	130.850
172	2018.05.22 19:00	2018.05.22 19:05	130.737	130.764	130.647	130.704	130.761	130.819	130.876
173	2018.05.22 20:00	2018.05.22 20:05	130.756	130.770	130.712	130.743	130.775	130.806	130.837
174	2018.05.22 20:35	2018.05.22 20:40	130.659	130.683	130.659	130.700	130.741	130.781	130.822
175	2018.05.22 21:20	2018.05.22 21:25	130.694	130.705	130.616	130.658	130.700	130.743	130.785
176	2018.05.22 21:25	2018.05.22 21:30	130.705	130.725	130.622	130.659	130.696	130.733	130.770
177	2018.05.22 21:30	2018.05.22 21:35	130.725	130.729	130.626	130.660	130.694	130.728	130.762
178	2018.05.22 21:45	2018.05.22 21:50	130.741	130.758	130.634	130.662	130.691	130.719	130.748
179	2018.05.22 23:05	2018.05.22 23:10	130.621	130.674	130.599	130.647	130.696	130.744	130.793
180	2018.05.22 23:55	2018.05.23 00:05	130.611	130.612	130.588	130.621	130.653	130.685	130.718
181	2018.05.23 00:05	2018.05.23 00:10	130.612	130.612	130.590	130.619	130.647	130.676	130.705
182	2018.05.23 00:10	2018.05.23 00:15	130.612	130.620	130.591	130.617	130.642	130.668	130.694
183	2018.05.23 00:15	2018.05.23 00:20	130.620	130.622	130.591	130.615	130.639	130.663	130.688
184	2018.05.23 00:35	2018.05.23 00:40	130.640	130.648	130.587	130.611	130.635	130.658	130.682
185	2018.05.23 01:15	2018.05.23 01:20	130.568	130.570	130.557	130.586	130.615	130.645	130.674
186	2018.05.23 01:20	2018.05.23 01:25	130.570	130.587	130.552	130.582	130.612	130.642	130.671
187	2018.05.23 02:05	2018.05.23 02:10	130.583	130.592	130.531	130.562	130.592	130.623	130.653
188	2018.05.23 02:50	2018.05.23 02:55	130.534	130.538	130.539	130.555	130.571	130.588	130.604
189	2018.05.23 02:55	2018.05.23 03:00	130.538	130.556	130.535	130.552	130.570	130.588	130.605
