[20190322_082846 / views.py:12006]==============================
fname_Src_CSV	44_5.1_10_rawdata.(EURJPY).(Period-M15).(NumOfUnits-4500).(Bars-ALL-20190307_102535).20190214_095445.csv
slice by	through
this file	(20190322_082845).(EURJPY-M15).[sec-1.A-5.BB-diff-histogram.UU-UD-DU-DD].csv 
pair	EURJPY
timeframe	M15
start	2018.11.09 03:30
end	2019.03.07 02:45
total bars	7691

[20190322_082846 / views.py:12024]
[20190322_082846 / views.py:11753]==============================
average	0.125
max	0.506
min	0.018
variance	0.0076485
std	0.08746
median	0.104

[20190322_082846 / views.py:11775]
[BB-diff-histogram : lo_UU_Z1]==============================
s.n.	e0.dateTime	diff-total	std score
74	2019.01.15 01:30	0.082	45.05
75	2019.01.15 01:45	0.091	46.08
76	2019.01.15 02:00	0.133	50.89
77	2019.01.15 02:15	0.115	48.83
78	2019.01.15 03:00	0.146	52.37
79	2019.01.15 03:15	0.184	56.72
80	2019.01.16 10:45	0.056	42.08
81	2019.01.18 02:15	0.138	51.46
82	2019.01.18 10:45	0.097	46.77
83	2019.01.18 11:00	0.092	46.20
84	2019.01.18 11:15	0.061	42.65
85	2019.01.18 11:30	0.031	39.22
86	2019.01.21 10:00	0.025	38.54
87	2019.01.23 02:15	0.067	43.34
88	2019.01.23 03:00	0.137	51.34
89	2019.01.23 03:15	0.072	43.91
90	2019.01.23 03:30	0.138	51.46
91	2019.01.23 15:00	0.091	46.08
92	2019.01.24 07:45	0.119	49.28
93	2019.01.25 02:00	0.075	44.25
94	2019.01.25 10:30	0.084	45.28
95	2019.01.25 15:00	0.115	48.83
96	2019.01.25 15:15	0.085	45.40
97	2019.01.25 15:30	0.081	44.94
98	2019.01.25 17:15	0.243	63.46
99	2019.01.25 19:15	0.236	62.66
100	2019.01.28 12:15	0.119	49.28
101	2019.01.29 11:00	0.131	50.66
102	2019.01.29 11:15	0.084	45.28
103	2019.01.30 01:00	0.081	44.94
104	2019.02.01 09:30	0.046	40.94
105	2019.02.01 11:45	0.144	52.14
106	2019.02.01 15:45	0.086	45.51
107	2019.02.01 16:30	0.128	50.31
108	2019.02.01 16:45	0.203	58.89
109	2019.02.01 17:00	0.180	56.26
110	2019.02.01 18:00	0.274	67.01
111	2019.02.04 06:30	0.065	43.11
112	2019.02.04 06:45	0.049	41.28
113	2019.02.04 10:00	0.076	44.37
114	2019.02.04 10:15	0.043	40.59
115	2019.02.04 15:30	0.093	46.31
116	2019.02.06 15:15	0.037	39.91
117	2019.02.07 17:15	0.104	47.57
118	2019.02.08 12:45	0.086	45.51
119	2019.02.11 01:15	0.077	44.48
120	2019.02.11 04:45	0.057	42.20
121	2019.02.11 11:00	0.200	58.55
122	2019.02.11 15:30	0.128	50.31
123	2019.02.12 02:00	0.056	42.08
124	2019.02.12 02:15	0.058	42.31
125	2019.02.12 02:30	0.041	40.37
126	2019.02.12 05:30	0.165	54.54
127	2019.02.12 16:45	0.045	40.82
128	2019.02.12 17:30	0.104	47.57
129	2019.02.12 17:45	0.208	59.46
130	2019.02.12 18:00	0.182	56.49
131	2019.02.12 18:15	0.058	42.31
132	2019.02.13 05:15	0.080	44.83
133	2019.02.15 08:45	0.098	46.88
134	2019.02.15 20:45	0.088	45.74
135	2019.02.18 02:45	0.108	48.03
136	2019.02.18 12:15	0.116	48.94
137	2019.02.18 12:30	0.072	43.91
138	2019.02.19 10:15	0.264	65.86
139	2019.02.19 10:30	0.120	49.40
140	2019.02.20 02:15	0.041	40.37
141	2019.02.20 02:45	0.184	56.72
142	2019.02.20 03:00	0.148	52.60
143	2019.02.20 03:15	0.145	52.26
144	2019.02.20 03:30	0.041	40.37
145	2019.02.22 08:45	0.041	40.37
146	2019.02.22 09:00	0.021	38.08
147	2019.02.22 10:30	0.040	40.25
148	2019.02.25 01:15	0.066	43.22
149	2019.02.25 01:30	0.028	38.88
150	2019.02.25 02:15	0.139	51.57
151	2019.02.25 12:30	0.132	50.77
152	2019.02.25 18:30	0.139	51.57
153	2019.02.25 19:15	0.178	56.03
154	2019.02.25 19:30	0.092	46.20
155	2019.02.27 16:00	0.096	46.65
156	2019.02.27 16:15	0.084	45.28
157	2019.02.28 13:00	0.166	54.66
158	2019.02.28 17:30	0.181	56.37
159	2019.02.28 17:45	0.101	47.23
160	2019.02.28 18:00	0.093	46.31
161	2019.03.01 03:00	0.152	53.06
162	2019.03.01 13:15	0.074	44.14
163	2019.03.04 01:00	0.110	48.26
164	2019.03.04 01:15	0.023	38.31
165	2019.03.06 10:00	0.102	47.34
166	2019.03.06 10:15	0.042	40.48
167	2019.03.06 11:15	0.064	43.00
